[15-Oct-2025 18:39:54 UTC] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in C:\Users\faria\projeto-final\vendor\laravel\framework\src\Illuminate\Foundation\Bootstrap\HandleExceptions.php on line 257
[23-Oct-2025 03:47:30 UTC] PHP  13. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure:C:\Users\faria\Aluggo\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php:185-216}($passable = class Illuminate\Http\Request { public Symfony\Component\HttpFoundation\ParameterBag $attributes = class Symfony\Component\HttpFoundation\ParameterBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $request = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $query = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\ServerBag $server = class Symfony\Component\HttpFoundation\ServerBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\FileBag $files = class Symfony\Component\HttpFoundation\FileBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $cookies = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\HeaderBag $headers = class Symfony\Component\HttpFoundation\HeaderBag { protected array $headers = [...]; protected array $cacheControl = [...] }; protected $content = NULL; protected ?array $languages = NULL; protected ?array $charsets = NULL; protected ?array $encodings = NULL; protected ?array $acceptableContentTypes = NULL; protected ?string $pathInfo = '/imoveis/7/simular-venda'; protected ?string $requestUri = '/imoveis/7/simular-venda'; protected ?string $baseUrl = ''; protected ?string $basePath = NULL; protected ?string $method = 'POST'; protected ?string $format = NULL; protected Symfony\Component\HttpFoundation\Session\SessionInterface|Closure|null $session = class Illuminate\Session\SymfonySessionDecorator { public readonly Illuminate\Contracts\Session\Session $store = class Illuminate\Session\Store { ... } }; protected ?string $locale = NULL; protected string $defaultLocale = 'en'; private ?string ${Symfony\Component\HttpFoundation\Request}preferredFormat = NULL; private bool ${Symfony\Component\HttpFoundation\Request}isHostValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isForwardedValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isSafeContentPreferred = *uninitialized*; private array ${Symfony\Component\HttpFoundation\Request}trustedValuesCache = []; private bool ${Symfony\Component\HttpFoundation\Request}isIisRewrite = FALSE; protected $json = NULL; protected $convertedFiles = []; protected $userResolver = class Closure { public $static = [...]; public $this = class Illuminate\Auth\AuthServiceProvider { ... }; public $parameter = [...] }; protected $routeResolver = class Closure { public $static = [...]; public $this = class Illuminate\Routing\Router { ... } } }) C:\Users\faria\Aluggo\vendor\laravel\framework\src\Illuminate\Http\Middleware\HandleCors.php:49
[23-Oct-2025 03:47:30 UTC] PHP  14. Illuminate\Foundation\Http\Middleware\PreventRequestsDuringMaintenance->handle($request = class Illuminate\Http\Request { public Symfony\Component\HttpFoundation\ParameterBag $attributes = class Symfony\Component\HttpFoundation\ParameterBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $request = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $query = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\ServerBag $server = class Symfony\Component\HttpFoundation\ServerBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\FileBag $files = class Symfony\Component\HttpFoundation\FileBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $cookies = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\HeaderBag $headers = class Symfony\Component\HttpFoundation\HeaderBag { protected array $headers = [...]; protected array $cacheControl = [...] }; protected $content = NULL; protected ?array $languages = NULL; protected ?array $charsets = NULL; protected ?array $encodings = NULL; protected ?array $acceptableContentTypes = NULL; protected ?string $pathInfo = '/imoveis/7/simular-venda'; protected ?string $requestUri = '/imoveis/7/simular-venda'; protected ?string $baseUrl = ''; protected ?string $basePath = NULL; protected ?string $method = 'POST'; protected ?string $format = NULL; protected Symfony\Component\HttpFoundation\Session\SessionInterface|Closure|null $session = class Illuminate\Session\SymfonySessionDecorator { public readonly Illuminate\Contracts\Session\Session $store = class Illuminate\Session\Store { ... } }; protected ?string $locale = NULL; protected string $defaultLocale = 'en'; private ?string ${Symfony\Component\HttpFoundation\Request}preferredFormat = NULL; private bool ${Symfony\Component\HttpFoundation\Request}isHostValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isForwardedValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isSafeContentPreferred = *uninitialized*; private array ${Symfony\Component\HttpFoundation\Request}trustedValuesCache = []; private bool ${Symfony\Component\HttpFoundation\Request}isIisRewrite = FALSE; protected $json = NULL; protected $convertedFiles = []; protected $userResolver = class Closure { public $static = [...]; public $this = class Illuminate\Auth\AuthServiceProvider { ... }; public $parameter = [...] }; protected $routeResolver = class Closure { public $static = [...]; public $this = class Illuminate\Routing\Router { ... } } }, $next = class Closure { public $static = ['stack' => class Closure { ... }, 'pipe' => 'Illuminate\\Http\\Middleware\\ValidatePostSize']; public $this = class Illuminate\Routing\Pipeline { protected $container = class Illuminate\Foundation\Application { ... }; protected $passable = class Illuminate\Http\Request { ... }; protected $pipes = [...]; protected $method = 'handle'; protected $finally = NULL }; public $parameter = ['$passable' => '<required>'] }) C:\Users\faria\Aluggo\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php:209
[23-Oct-2025 03:47:30 UTC] PHP  15. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure:C:\Users\faria\Aluggo\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php:185-216}($passable = class Illuminate\Http\Request { public Symfony\Component\HttpFoundation\ParameterBag $attributes = class Symfony\Component\HttpFoundation\ParameterBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $request = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $query = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\ServerBag $server = class Symfony\Component\HttpFoundation\ServerBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\FileBag $files = class Symfony\Component\HttpFoundation\FileBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $cookies = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\HeaderBag $headers = class Symfony\Component\HttpFoundation\HeaderBag { protected array $headers = [...]; protected array $cacheControl = [...] }; protected $content = NULL; protected ?array $languages = NULL; protected ?array $charsets = NULL; protected ?array $encodings = NULL; protected ?array $acceptableContentTypes = NULL; protected ?string $pathInfo = '/imoveis/7/simular-venda'; protected ?string $requestUri = '/imoveis/7/simular-venda'; protected ?string $baseUrl = ''; protected ?string $basePath = NULL; protected ?string $method = 'POST'; protected ?string $format = NULL; protected Symfony\Component\HttpFoundation\Session\SessionInterface|Closure|null $session = class Illuminate\Session\SymfonySessionDecorator { public readonly Illuminate\Contracts\Session\Session $store = class Illuminate\Session\Store { ... } }; protected ?string $locale = NULL; protected string $defaultLocale = 'en'; private ?string ${Symfony\Component\HttpFoundation\Request}preferredFormat = NULL; private bool ${Symfony\Component\HttpFoundation\Request}isHostValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isForwardedValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isSafeContentPreferred = *uninitialized*; private array ${Symfony\Component\HttpFoundation\Request}trustedValuesCache = []; private bool ${Symfony\Component\HttpFoundation\Request}isIisRewrite = FALSE; protected $json = NULL; protected $convertedFiles = []; protected $userResolver = class Closure { public $static = [...]; public $this = class Illuminate\Auth\AuthServiceProvider { ... }; public $parameter = [...] }; protected $routeResolver = class Closure { public $static = [...]; public $this = class Illuminate\Routing\Router { ... } } }) C:\Users\faria\Aluggo\vendor\laravel\framework\src\Illuminate\Foundation\Http\Middleware\PreventRequestsDuringMaintenance.php:110
[23-Oct-2025 03:47:30 UTC] PHP  16. Illuminate\Http\Middleware\ValidatePostSize->handle($request = class Illuminate\Http\Request { public Symfony\Component\HttpFoundation\ParameterBag $attributes = class Symfony\Component\HttpFoundation\ParameterBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $request = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $query = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\ServerBag $server = class Symfony\Component\HttpFoundation\ServerBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\FileBag $files = class Symfony\Component\HttpFoundation\FileBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $cookies = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\HeaderBag $headers = class Symfony\Component\HttpFoundation\HeaderBag { protected array $headers = [...]; protected array $cacheControl = [...] }; protected $content = NULL; protected ?array $languages = NULL; protected ?array $charsets = NULL; protected ?array $encodings = NULL; protected ?array $acceptableContentTypes = NULL; protected ?string $pathInfo = '/imoveis/7/simular-venda'; protected ?string $requestUri = '/imoveis/7/simular-venda'; protected ?string $baseUrl = ''; protected ?string $basePath = NULL; protected ?string $method = 'POST'; protected ?string $format = NULL; protected Symfony\Component\HttpFoundation\Session\SessionInterface|Closure|null $session = class Illuminate\Session\SymfonySessionDecorator { public readonly Illuminate\Contracts\Session\Session $store = class Illuminate\Session\Store { ... } }; protected ?string $locale = NULL; protected string $defaultLocale = 'en'; private ?string ${Symfony\Component\HttpFoundation\Request}preferredFormat = NULL; private bool ${Symfony\Component\HttpFoundation\Request}isHostValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isForwardedValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isSafeContentPreferred = *uninitialized*; private array ${Symfony\Component\HttpFoundation\Request}trustedValuesCache = []; private bool ${Symfony\Component\HttpFoundation\Request}isIisRewrite = FALSE; protected $json = NULL; protected $convertedFiles = []; protected $userResolver = class Closure { public $static = [...]; public $this = class Illuminate\Auth\AuthServiceProvider { ... }; public $parameter = [...] }; protected $routeResolver = class Closure { public $static = [...]; public $this = class Illuminate\Routing\Router { ... } } }, $next = class Closure { public $static = ['stack' => class Closure { ... }, 'pipe' => 'Illuminate\\Foundation\\Http\\Middleware\\TrimStrings']; public $this = class Illuminate\Routing\Pipeline { protected $container = class Illuminate\Foundation\Application { ... }; protected $passable = class Illuminate\Http\Request { ... }; protected $pipes = [...]; protected $method = 'handle'; protected $finally = NULL }; public $parameter = ['$passable' => '<required>'] }) C:\Users\faria\Aluggo\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php:209
[23-Oct-2025 03:47:30 UTC] PHP  17. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure:C:\Users\faria\Aluggo\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php:185-216}($passable = class Illuminate\Http\Request { public Symfony\Component\HttpFoundation\ParameterBag $attributes = class Symfony\Component\HttpFoundation\ParameterBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $request = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $query = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\ServerBag $server = class Symfony\Component\HttpFoundation\ServerBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\FileBag $files = class Symfony\Component\HttpFoundation\FileBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $cookies = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\HeaderBag $headers = class Symfony\Component\HttpFoundation\HeaderBag { protected array $headers = [...]; protected array $cacheControl = [...] }; protected $content = NULL; protected ?array $languages = NULL; protected ?array $charsets = NULL; protected ?array $encodings = NULL; protected ?array $acceptableContentTypes = NULL; protected ?string $pathInfo = '/imoveis/7/simular-venda'; protected ?string $requestUri = '/imoveis/7/simular-venda'; protected ?string $baseUrl = ''; protected ?string $basePath = NULL; protected ?string $method = 'POST'; protected ?string $format = NULL; protected Symfony\Component\HttpFoundation\Session\SessionInterface|Closure|null $session = class Illuminate\Session\SymfonySessionDecorator { public readonly Illuminate\Contracts\Session\Session $store = class Illuminate\Session\Store { ... } }; protected ?string $locale = NULL; protected string $defaultLocale = 'en'; private ?string ${Symfony\Component\HttpFoundation\Request}preferredFormat = NULL; private bool ${Symfony\Component\HttpFoundation\Request}isHostValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isForwardedValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isSafeContentPreferred = *uninitialized*; private array ${Symfony\Component\HttpFoundation\Request}trustedValuesCache = []; private bool ${Symfony\Component\HttpFoundation\Request}isIisRewrite = FALSE; protected $json = NULL; protected $convertedFiles = []; protected $userResolver = class Closure { public $static = [...]; public $this = class Illuminate\Auth\AuthServiceProvider { ... }; public $parameter = [...] }; protected $routeResolver = class Closure { public $static = [...]; public $this = class Illuminate\Routing\Router { ... } } }) C:\Users\faria\Aluggo\vendor\laravel\framework\src\Illuminate\Http\Middleware\ValidatePostSize.php:27
[23-Oct-2025 03:47:30 UTC] PHP  18. Illuminate\Foundation\Http\Middleware\TrimStrings->handle($request = class Illuminate\Http\Request { public Symfony\Component\HttpFoundation\ParameterBag $attributes = class Symfony\Component\HttpFoundation\ParameterBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $request = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $query = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\ServerBag $server = class Symfony\Component\HttpFoundation\ServerBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\FileBag $files = class Symfony\Component\HttpFoundation\FileBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $cookies = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\HeaderBag $headers = class Symfony\Component\HttpFoundation\HeaderBag { protected array $headers = [...]; protected array $cacheControl = [...] }; protected $content = NULL; protected ?array $languages = NULL; protected ?array $charsets = NULL; protected ?array $encodings = NULL; protected ?array $acceptableContentTypes = NULL; protected ?string $pathInfo = '/imoveis/7/simular-venda'; protected ?string $requestUri = '/imoveis/7/simular-venda'; protected ?string $baseUrl = ''; protected ?string $basePath = NULL; protected ?string $method = 'POST'; protected ?string $format = NULL; protected Symfony\Component\HttpFoundation\Session\SessionInterface|Closure|null $session = class Illuminate\Session\SymfonySessionDecorator { public readonly Illuminate\Contracts\Session\Session $store = class Illuminate\Session\Store { ... } }; protected ?string $locale = NULL; protected string $defaultLocale = 'en'; private ?string ${Symfony\Component\HttpFoundation\Request}preferredFormat = NULL; private bool ${Symfony\Component\HttpFoundation\Request}isHostValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isForwardedValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isSafeContentPreferred = *uninitialized*; private array ${Symfony\Component\HttpFoundation\Request}trustedValuesCache = []; private bool ${Symfony\Component\HttpFoundation\Request}isIisRewrite = FALSE; protected $json = NULL; protected $convertedFiles = []; protected $userResolver = class Closure { public $static = [...]; public $this = class Illuminate\Auth\AuthServiceProvider { ... }; public $parameter = [...] }; protected $routeResolver = class Closure { public $static = [...]; public $this = class Illuminate\Routing\Router { ... } } }, $next = class Closure { public $static = ['stack' => class Closure { ... }, 'pipe' => 'Illuminate\\Foundation\\Http\\Middleware\\ConvertEmptyStringsToNull']; public $this = class Illuminate\Routing\Pipeline { protected $container = class Illuminate\Foundation\Application { ... }; protected $passable = class Illuminate\Http\Request { ... }; protected $pipes = [...]; protected $method = 'handle'; protected $finally = NULL }; public $parameter = ['$passable' => '<required>'] }) C:\Users\faria\Aluggo\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php:209
[23-Oct-2025 03:47:30 UTC] PHP  19. Illuminate\Foundation\Http\Middleware\TransformsRequest->handle($request = class Illuminate\Http\Request { public Symfony\Component\HttpFoundation\ParameterBag $attributes = class Symfony\Component\HttpFoundation\ParameterBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $request = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $query = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\ServerBag $server = class Symfony\Component\HttpFoundation\ServerBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\FileBag $files = class Symfony\Component\HttpFoundation\FileBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $cookies = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\HeaderBag $headers = class Symfony\Component\HttpFoundation\HeaderBag { protected array $headers = [...]; protected array $cacheControl = [...] }; protected $content = NULL; protected ?array $languages = NULL; protected ?array $charsets = NULL; protected ?array $encodings = NULL; protected ?array $acceptableContentTypes = NULL; protected ?string $pathInfo = '/imoveis/7/simular-venda'; protected ?string $requestUri = '/imoveis/7/simular-venda'; protected ?string $baseUrl = ''; protected ?string $basePath = NULL; protected ?string $method = 'POST'; protected ?string $format = NULL; protected Symfony\Component\HttpFoundation\Session\SessionInterface|Closure|null $session = class Illuminate\Session\SymfonySessionDecorator { public readonly Illuminate\Contracts\Session\Session $store = class Illuminate\Session\Store { ... } }; protected ?string $locale = NULL; protected string $defaultLocale = 'en'; private ?string ${Symfony\Component\HttpFoundation\Request}preferredFormat = NULL; private bool ${Symfony\Component\HttpFoundation\Request}isHostValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isForwardedValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isSafeContentPreferred = *uninitialized*; private array ${Symfony\Component\HttpFoundation\Request}trustedValuesCache = []; private bool ${Symfony\Component\HttpFoundation\Request}isIisRewrite = FALSE; protected $json = NULL; protected $convertedFiles = []; protected $userResolver = class Closure { public $static = [...]; public $this = class Illuminate\Auth\AuthServiceProvider { ... }; public $parameter = [...] }; protected $routeResolver = class Closure { public $static = [...]; public $this = class Illuminate\Routing\Router { ... } } }, $next = class Closure { public $static = ['stack' => class Closure { ... }, 'pipe' => 'Illuminate\\Foundation\\Http\\Middleware\\ConvertEmptyStringsToNull']; public $this = class Illuminate\Routing\Pipeline { protected $container = class Illuminate\Foundation\Application { ... }; protected $passable = class Illuminate\Http\Request { ... }; protected $pipes = [...]; protected $method = 'handle'; protected $finally = NULL }; public $parameter = ['$passable' => '<required>'] }) C:\Users\faria\Aluggo\vendor\laravel\framework\src\Illuminate\Foundation\Http\Middleware\TrimStrings.php:51
[23-Oct-2025 03:47:30 UTC] PHP  20. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure:C:\Users\faria\Aluggo\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php:185-216}($passable = class Illuminate\Http\Request { public Symfony\Component\HttpFoundation\ParameterBag $attributes = class Symfony\Component\HttpFoundation\ParameterBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $request = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $query = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\ServerBag $server = class Symfony\Component\HttpFoundation\ServerBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\FileBag $files = class Symfony\Component\HttpFoundation\FileBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $cookies = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\HeaderBag $headers = class Symfony\Component\HttpFoundation\HeaderBag { protected array $headers = [...]; protected array $cacheControl = [...] }; protected $content = NULL; protected ?array $languages = NULL; protected ?array $charsets = NULL; protected ?array $encodings = NULL; protected ?array $acceptableContentTypes = NULL; protected ?string $pathInfo = '/imoveis/7/simular-venda'; protected ?string $requestUri = '/imoveis/7/simular-venda'; protected ?string $baseUrl = ''; protected ?string $basePath = NULL; protected ?string $method = 'POST'; protected ?string $format = NULL; protected Symfony\Component\HttpFoundation\Session\SessionInterface|Closure|null $session = class Illuminate\Session\SymfonySessionDecorator { public readonly Illuminate\Contracts\Session\Session $store = class Illuminate\Session\Store { ... } }; protected ?string $locale = NULL; protected string $defaultLocale = 'en'; private ?string ${Symfony\Component\HttpFoundation\Request}preferredFormat = NULL; private bool ${Symfony\Component\HttpFoundation\Request}isHostValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isForwardedValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isSafeContentPreferred = *uninitialized*; private array ${Symfony\Component\HttpFoundation\Request}trustedValuesCache = []; private bool ${Symfony\Component\HttpFoundation\Request}isIisRewrite = FALSE; protected $json = NULL; protected $convertedFiles = []; protected $userResolver = class Closure { public $static = [...]; public $this = class Illuminate\Auth\AuthServiceProvider { ... }; public $parameter = [...] }; protected $routeResolver = class Closure { public $static = [...]; public $this = class Illuminate\Routing\Router { ... } } }) C:\Users\faria\Aluggo\vendor\laravel\framework\src\Illuminate\Foundation\Http\Middleware\TransformsRequest.php:21
[23-Oct-2025 03:47:30 UTC] PHP  21. Illuminate\Foundation\Http\Middleware\ConvertEmptyStringsToNull->handle($request = class Illuminate\Http\Request { public Symfony\Component\HttpFoundation\ParameterBag $attributes = class Symfony\Component\HttpFoundation\ParameterBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $request = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $query = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\ServerBag $server = class Symfony\Component\HttpFoundation\ServerBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\FileBag $files = class Symfony\Component\HttpFoundation\FileBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $cookies = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\HeaderBag $headers = class Symfony\Component\HttpFoundation\HeaderBag { protected array $headers = [...]; protected array $cacheControl = [...] }; protected $content = NULL; protected ?array $languages = NULL; protected ?array $charsets = NULL; protected ?array $encodings = NULL; protected ?array $acceptableContentTypes = NULL; protected ?string $pathInfo = '/imoveis/7/simular-venda'; protected ?string $requestUri = '/imoveis/7/simular-venda'; protected ?string $baseUrl = ''; protected ?string $basePath = NULL; protected ?string $method = 'POST'; protected ?string $format = NULL; protected Symfony\Component\HttpFoundation\Session\SessionInterface|Closure|null $session = class Illuminate\Session\SymfonySessionDecorator { public readonly Illuminate\Contracts\Session\Session $store = class Illuminate\Session\Store { ... } }; protected ?string $locale = NULL; protected string $defaultLocale = 'en'; private ?string ${Symfony\Component\HttpFoundation\Request}preferredFormat = NULL; private bool ${Symfony\Component\HttpFoundation\Request}isHostValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isForwardedValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isSafeContentPreferred = *uninitialized*; private array ${Symfony\Component\HttpFoundation\Request}trustedValuesCache = []; private bool ${Symfony\Component\HttpFoundation\Request}isIisRewrite = FALSE; protected $json = NULL; protected $convertedFiles = []; protected $userResolver = class Closure { public $static = [...]; public $this = class Illuminate\Auth\AuthServiceProvider { ... }; public $parameter = [...] }; protected $routeResolver = class Closure { public $static = [...]; public $this = class Illuminate\Routing\Router { ... } } }, $next = class Closure { public $static = ['destination' => class Closure { ... }]; public $this = class Illuminate\Routing\Pipeline { protected $container = class Illuminate\Foundation\Application { ... }; protected $passable = class Illuminate\Http\Request { ... }; protected $pipes = [...]; protected $method = 'handle'; protected $finally = NULL }; public $parameter = ['$passable' => '<required>'] }) C:\Users\faria\Aluggo\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php:209
[23-Oct-2025 03:47:30 UTC] PHP  22. Illuminate\Foundation\Http\Middleware\TransformsRequest->handle($request = class Illuminate\Http\Request { public Symfony\Component\HttpFoundation\ParameterBag $attributes = class Symfony\Component\HttpFoundation\ParameterBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $request = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $query = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\ServerBag $server = class Symfony\Component\HttpFoundation\ServerBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\FileBag $files = class Symfony\Component\HttpFoundation\FileBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\InputBag $cookies = class Symfony\Component\HttpFoundation\InputBag { protected array $parameters = [...] }; public Symfony\Component\HttpFoundation\HeaderBag $headers = class Symfony\Component\HttpFoundation\HeaderBag { protected array $headers = [...]; protected array $cacheControl = [...] }; protected $content = NULL; protected ?array $languages = NULL; protected ?array $charsets = NULL; protected ?array $encodings = NULL; protected ?array $acceptableContentTypes = NULL; protected ?string $pathInfo = '/imoveis/7/simular-venda'; protected ?string $requestUri = '/imoveis/7/simular-venda'; protected ?string $baseUrl = ''; protected ?string $basePath = NULL; protected ?string $method = 'POST'; protected ?string $format = NULL; protected Symfony\Component\HttpFoundation\Session\SessionInterface|Closure|null $session = class Illuminate\Session\SymfonySessionDecorator { public readonly Illuminate\Contracts\Session\Session $store = class Illuminate\Session\Store { ... } }; protected ?string $locale = NULL; protected string $defaultLocale = 'en'; private ?string ${Symfony\Component\HttpFoundation\Request}preferredFormat = NULL; private bool ${Symfony\Component\HttpFoundation\Request}isHostValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isForwardedValid = TRUE; private bool ${Symfony\Component\HttpFoundation\Request}isSafeContentPreferred = *uninitialized*; private array ${Symfony\Component\HttpFoundation\Request}trustedValuesCache = []; private bool ${Symfony\Component\HttpFoundation\Request}isIisRewrite = FALSE; protected $json = NULL; protected $convertedFiles = []; protected $userResolver = class Closure { public $static = [...]; public $this = class Illuminate\Auth\AuthServiceProvider { ... }; public $parameter = [...] }; protected $routeResolver = class Closure { public $static = [...]; public $this = class Illuminate\Routing\Router { ... } } }, $next = class Closure { public $static = ['destination' => class Closure { ... }]; public $this = class Illuminate\Routing\Pipeline { protected $container = class Illuminate\Foundation\Application { ... }; protected $passable = class Illuminate\Http\Request { ... }; protected $pipes = [...]; protected $method = 'handle'; protected $finally = NULL }; public $parameter = ['$passable' => '<required>'] }) C:\Users\faria\Aluggo\vendor\laravel\framework\src\Illuminate\Foundation\Http\Middleware\ConvertEmptyStringsToNull.php:31
